ï»¿Domain,Keyword,Category,Market Logic
fuel.tech,fuel,Industrial,"Performance boost, energy tech, food."
gas.tech,gas,Industrial,"Energy sensors, industrial automation."
oil.tech,oil,Industrial,"Energy automation, industrial tech."
steam.tech,steam,Industrial,"Industrial tech, gaming (Steam)."
thermal.tech,thermal,Industrial,"Energy tech, cooling systems, sensors."
optic.tech,optic,Industrial,"Fiber optics, computer vision, photonics."
audit.tech,audit,Business,"RegTech, accounting software, security."
lease.tech,lease,Business,"Proptech, car tech, equipment leasing SaaS."
asset.tech,asset,Business,"Wealth tech, digital asset management."
claim.tech,claim,Business,"InsurTech, legal tech, automated claims."
stock.tech,stock,Business,"Fintech, inventory management, equity."
trade.tech,trade,Business,"Exchanges, B2B marketplaces, logistics."
bid.tech,bid,Business,"Ad-tech, auctions, procurement tech."
ask.tech,ask,Business,"Market pricing, Q&A AI, expert platforms."
fund.tech,fund,Business,"VC platforms, crowdfunding, fintech."
loan.tech,loan,Business,"Lending SaaS, credit scoring AI."
debt.tech,debt,Business,"Accounting, fintech, collection tech."
tax.tech,tax,Business,"RegTech, accounting automation."
pay.tech,pay,Business,"Gateways, payroll, fintech."
bank.tech,bank,Business,"Neobanks, digital banking."
save.tech,save,Business,"Savings apps, preservation, data."
earn.tech,earn,Business,"Gig economy, rewards, fintech."
gain.tech,gain,Business,"Analytics, performance, investment."
loss.tech,loss,Business,"Retail security, health tech, analytics."
cost.tech,cost,Business,"Fintech, cloud cost optimization."
rate.tech,rate,Business,"Reviews, fintech scoring, analytics."
logic.tech,logic,AI & Logic,"Algorithms, consulting, AI reasoning."
axiom.tech,axiom,AI & Logic,"Logical foundations, cryptography."
basis.tech,basis,AI & Logic,"Foundational tech, vector space math."
norm.tech,norm,AI & Logic,"Data normalization, standard protocols."
mode.tech,mode,AI & Logic,"System states, dark mode, gaming."
bias.tech,bias,AI & Logic,"AI safety tech, analytics filtering."
edge.tech,edge,AI & Logic,"Edge computing, competitive advantage."
core.tech,core,AI & Logic,"Infrastructure, backend deep tech."
base.tech,base,AI & Logic,"Databases, headquarters."
node.tech,node,AI & Logic,"Networking, blockchain, data points."
loop.tech,loop,AI & Logic,"Automation, robotics, algorithmic."
stack.tech,stack,AI & Logic,"Dev stacks, software infrastructure."
chain.tech,chain,AI & Logic,"Supply chain, blockchain, sequential."
link.tech,link,AI & Logic,"APIs, networking, connectivity."
net.tech,net,AI & Logic,"Cybersecurity, global networking."
web.tech,web,AI & Logic,"Internet infra, development."
grid.tech,grid,AI & Logic,"Computing clusters, energy networks."
mesh.tech,mesh,AI & Logic,"IoT, 3D modeling, networks."
hash.tech,hash,AI & Logic,"Cryptography, blockchain indexing."
salt.tech,salt,AI & Logic,"Cybersecurity (salting), data security."
news.tech,news,Media,"Journalism tech, AI feeds."
press.tech,press,Media,"Publishing tech, hardware, PR."
cast.tech,cast,Media,"Podcasting, streaming, VR."
show.tech,show,Media,"Event tech, demos, streaming."
film.tech,film,Media,"AI film, production tech."
art.tech,art,Media,"Generative AI, design software."
play.tech,play,Media,"Gaming, music, entertainment."
song.tech,song,Media,"Music tech, AI generation."
voice.tech,voice,Media,"Voice assistants, NLP."
tone.tech,tone,Media,"AI tone analysis, audio engineering."
chat.tech,chat,Media,"Conversational AI, messaging."
talk.tech,talk,Media,Communication platforms.
write.tech,write,Media,"Generative AI, editors, code."
read.tech,read,Media,"OCR, document analysis."
page.tech,page,Media,"Web builders, documentation."
note.tech,note,Media,"Knowledge management, AI writing."
book.tech,book,Media,"Booking SaaS, edtech, publishing."
vibe.tech,vibe,Media,"Social tech, sentiment analysis."
mood.tech,mood,Media,"Wellness, music tech."
echo.tech,echo,Media,"Data replication, acoustics."
time.tech,time,Time/Flow,"Scheduling, time-tracking SaaS."
now.tech,now,Time/Flow,"Real-time tech, delivery."
soon.tech,soon,Time/Flow,"Booking, pre-launch, countdowns."
hour.tech,hour,Time/Flow,"Gig economy, booking systems."
day.tech,day,Time/Flow,"Daily routine apps, analytics."
week.tech,week,Time/Flow,"Project management, cycles."
month.tech,month,Time/Flow,"Subscriptions, long-term tracking."
year.tech,year,Time/Flow,"Annual planning, enterprise data."
pace.tech,pace,Time/Flow,"Fitness tracking, workflow speed."
step.tech,step,Time/Flow,"Tutorials, health, robotics."
path.tech,path,Time/Flow,"Navigation, algorithms, user journeys."
way.tech,way,Time/Flow,"Navigation, methodologies, UX."
flow.tech,flow,Time/Flow,"Automation, data streams, UX."
flux.tech,flux,Time/Flow,"State change, energy tech."
shift.tech,shift,Time/Flow,"Change management, HR tech."
jump.tech,jump,Time/Flow,"Gaming, innovation leaps."
leap.tech,leap,Time/Flow,"Future tech, quantum innovation."
soar.tech,soar,Time/Flow,"Growth analytics, aerospace."
rise.tech,rise,Time/Flow,"Growth tracking, HR tech."
move.tech,move,Time/Flow,"Mobility apps, logistics."
life.tech,life,Social,"Longevity, health tech, biotech."
soul.tech,soul,Social,"Wellness, creative AI, mental health."
mind.tech,mind,Social,"AI reasoning, mental health."
face.tech,face,Social,"Biometrics, facial recognition."
body.tech,body,Social,"Wearables, biometrics, fitness."
mate.tech,mate,Social,"Dating tech, collaborative robots."
team.tech,team,Social,"Collaboration tools, HR."
crew.tech,crew,Social,"Logistics, gaming, media production."
folk.tech,folk,Social,"Community platforms, social tech."
tribe.tech,tribe,Social,"Niche networking, brand groups."
club.tech,club,Social,"Memberships, exclusive NFT groups."
group.tech,group,Social,"Enterprise, networking, clusters."
care.tech,care,Social,"Healthcare, elderly care."
help.tech,help,Social,"Support tech, accessibility."
meet.tech,meet,Social,"Video conferencing, networking."
join.tech,join,Social,"Onboarding, social platforms."
love.tech,love,Social,"Dating, philanthropy, apps."
kind.tech,kind,Social,"Social impact tech, classification."
hero.tech,hero,Social,"Gamification, fitness, support."
scout.tech,scout,Social,"Recruitment, data discovery."
gauge.tech,gauge,Metrics,"Monitoring, engineering diagnostics."
metric.tech,metric,Metrics,"Analytics dashboards, SaaS data."
unit.tech,unit,Metrics,"Hardware modules, modular software."
scale.tech,scale,Metrics,"Enterprise growth, cloud infra."
level.tech,level,Metrics,"Performance tiers, construction tech."
rank.tech,rank,Metrics,"SEO tools, gaming, algorithms."
score.tech,score,Metrics,"Credit scoring, gaming, analytics."
mark.tech,mark,Metrics,"Tracking, branding, education."
point.tech,point,Metrics,"PoS, precision mapping, data."
spot.tech,spot,Metrics,"GPS, social meeting apps."
tally.tech,tally,Metrics,"Inventory, accounting, election tech."
poll.tech,poll,Metrics,"Survey tech, voting, HR."
vote.tech,vote,Metrics,"Civic tech, DAO governance."
count.tech,count,Metrics,"Analytics, inventory, fitness."
range.tech,range,Metrics,"WiFi/Network range, data arrays."
limit.tech,limit,Metrics,"Quota management, safety controls."
bound.tech,bound,Metrics,"Boundary conditions, logic, math."
ratio.tech,ratio,Metrics,"Fintech analytics, scaling."
math.tech,math,Metrics,"Algorithm design, data science."
stat.tech,stat,Metrics,"Big data, sports analytics."
city.tech,city,Urban,"Smart cities, urban planning."
town.tech,town,Urban,"Community networking, local tech."
home.tech,home,Urban,"Smart home, automation, proptech."
park.tech,park,Urban,"Leisure tech, parking automation."
street.tech,street,Urban,"Mapping, autonomous driving."
road.tech,road,Urban,"Logistics, autonomous driving."
sky.tech,sky,Urban,"Aerospace, cloud computing."
star.tech,star,Urban,"Prestige ratings, space tech."
globe.tech,globe,Urban,"International scaling, networking."
world.tech,world,Urban,"Global ecosystems, VR/AR."
land.tech,land,Urban,"Real estate, AgTech, GIS."
sea.tech,sea,Urban,"Maritime tech, ocean research."
ocean.tech,ocean,Urban,"Deep sea tech, global logistics."
blue.tech,blue,Urban,"Ocean tech, trust, deep tech."
sun.tech,sun,Urban,"Solar tech, bright UI."
moon.tech,moon,Urban,"Space tech, nocturnal apps."
cloud.tech,cloud,Urban,"Cloud storage, networking."
map.tech,map,Urban,"GIS, navigation, mapping."
box.tech,box,Urban,"Hardware, sandboxes, logistics."
set.tech,set,Urban,"UI kits, logic sets, collections."
