ï»¿Domain,Keyword,Category,Market Logic
soak.tech,soak,Action/Speed,"Data absorption, materials."
pump.tech,pump,Action/Speed,"Hardware, fitness tech, crypto markets."
push.tech,push,Action/Speed,"Notifications, deployments, marketing."
pull.tech,pull,Action/Speed,"Data extraction, Git ops."
drag.tech,drag,Action/Speed,"No-code builders, UX interactions."
drop.tech,drop,Action/Speed,"File sharing, Web3 drops, logistics."
swap.tech,swap,Action/Speed,"DeFi exchanges, gig shifts, memory tech."
neon.tech,neon,Visuals,"Cyberpunk branding, nightlife tech, lighting."
vivid.tech,vivid,Visuals,"Display tech, AR/VR, creative AI."
cyan.tech,cyan,Visuals,"Design tools, printing tech, sleek UI."
chroma.tech,chroma,Visuals,"Video editing, green screens, design."
flare.tech,flare,Visuals,"Analytics alerts, aerospace, optics."
flash.tech,flash,Visuals,"Rapid memory, photography, quick sales."
glow.tech,glow,Visuals,"Smart lighting, wellness apps, UX."
shine.tech,shine,Visuals,"Cleaning tech, reputation management."
gleam.tech,gleam,Visuals,"Dental tech, auto detailing SaaS."
blur.tech,blur,Visuals,"Privacy tech, photo editing."
fade.tech,fade,Visuals,"Audio engineering, transition tech."
tint.tech,tint,Visuals,"Smart glass, photo apps, customization."
hue.tech,hue,Visuals,"Smart home lighting, design software."
shade.tech,shade,Visuals,"Privacy tech, 3D rendering."
rgb.tech,rgb,Visuals,"Gaming hardware, display tech, design."
hex.tech,hex,Visuals,"Coding, color codes, cybersecurity."
dot.tech,dot,Visuals,"Micro-services, mapping, pixels."
line.tech,line,Visuals,"Logistics, continuous integration."
curve.tech,curve,Visuals,"Analytics, health tech, physics."
arc.tech,arc,Visuals,"Storytelling AI, electricity, architecture."
sum.tech,sum,Math/Logic,"Accounting SaaS, data aggregation."
calc.tech,calc,Math/Logic,"Financial tech, engineering tools."
stat.tech,stat,Math/Logic,"Sports analytics, big data."
poll.tech,poll,Math/Logic,"Survey tech, voting platforms, HR."
tally.tech,tally,Math/Logic,"Inventory, election tech, accounting."
count.tech,count,Math/Logic,"Analytics, inventory, fitness steps."
norm.tech,norm,Math/Logic,"Data normalization, standard protocols."
rule.tech,rule,Math/Logic,"RegTech, automation logic."
law.tech,law,Math/Logic,"Legal tech, physics engines."
sort.tech,sort,Math/Logic,"Logistics, data organization."
list.tech,list,Math/Logic,"To-do apps, directories, marketplaces."
rank.tech,rank,Math/Logic,"SEO SaaS, competitive gaming."
rate.tech,rate,Math/Logic,"Mortgage tech, review platforms."
scale.tech,scale,Math/Logic,"Enterprise growth, cloud infra."
ratio.tech,ratio,Math/Logic,"Fintech analytics, scaling metrics."
math.tech,math,Math/Logic,"EdTech, computational engines."
logic.tech,logic,Math/Logic,"Algorithm design, AI reasoning."
fact.tech,fact,Math/Logic,"Verification, data integrity."
true.tech,TRUE,Math/Logic,"Authenticity, logic gates."
false.tech,FALSE,Math/Logic,"Security testing, logic gates."
lamp.tech,lamp,IoT Objects,"Smart lighting, ideation tech."
mirror.tech,mirror,IoT Objects,"Smart fitness mirrors, server mirroring."
bell.tech,bell,IoT Objects,"Smart doorbells, alert systems."
ring.tech,ring,IoT Objects,"Smart jewelry, IoT home security."
alarm.tech,alarm,IoT Objects,"Cybersecurity alerts, smart home."
desk.tech,desk,IoT Objects,"Remote work SaaS, helpdesk tech."
chair.tech,chair,IoT Objects,"Ergonomics tech, office management."
table.tech,table,IoT Objects,"Data tables, restaurant booking tech."
shelf.tech,shelf,IoT Objects,"E-commerce, inventory management."
bed.tech,bed,IoT Objects,"Sleep tech, hospitality SaaS."
door.tech,door,IoT Objects,"Access control, proptech."
window.tech,window,IoT Objects,"OS systems, smart glass, UX."
wall.tech,wall,IoT Objects,"Firewalls, digital displays."
roof.tech,roof,IoT Objects,"Solar tech, roofing automation."
floor.tech,floor,IoT Objects,"Robotics, retail analytics."
room.tech,room,IoT Objects,"VR spaces, meeting software."
hall.tech,hall,IoT Objects,"Event tech, virtual networking."
gate.tech,gate,IoT Objects,"Payment gateways, security."
lock.tech,lock,IoT Objects,"Smart locks, encryption."
key.tech,key,IoT Objects,"Digital keys, encryption, crypto."
beep.tech,beep,Audio,"Alert systems, IoT, hardware."
hum.tech,hum,Audio,"Background processing, IoT health."
buzz.tech,buzz,Audio,"Marketing tech, social listening, haptics."
chord.tech,chord,Audio,"Music tech, harmony in integrations."
riff.tech,riff,Audio,"Music generation AI, creative tech."
mute.tech,mute,Audio,"Privacy tech, ad-blockers, audio apps."
loud.tech,loud,Audio,"Marketing amplification, speaker tech."
quiet.tech,quiet,Audio,"Mindfulness, noise cancellation, stealth."
sound.tech,sound,Audio,"Audio engineering, robust code."
noise.tech,noise,Audio,"AI generation, filtering tech, analytics."
tune.tech,tune,Audio,"Optimization, music tech, radio."
song.tech,song,Audio,"Generative music AI, streaming."
beat.tech,beat,Audio,"Fitness tech, heart monitors, music."
echo.tech,echo,Audio,"Data replication, acoustics, smart speakers."
voice.tech,voice,Audio,"Voice assistants, NLP."
speak.tech,speak,Audio,"Translation AI, accessibility."
listen.tech,listen,Audio,"Social listening tools, podcast tech."
hear.tech,hear,Audio,"Accessibility tech, diagnostics."
wave.tech,wave,Audio,"Radio frequencies, blockchain."
pulse.tech,pulse,Audio,"Network monitoring, health tech."
north.tech,north,Geography,"Guiding metrics (North Star), navigation."
south.tech,south,Geography,"Global markets, navigation."
east.tech,east,Geography,"Asian market expansion, navigation."
west.tech,west,Geography,"Western markets, navigation."
up.tech,up,Geography,"Uptime monitoring, scaling, growth."
down.tech,down,Geography,"Downtime alerts, download tech."
left.tech,left,Geography,"UX navigation, logic mapping."
right.tech,right,Geography,"UX navigation, verification (being right)."
pole.tech,pole,Geography,"Magnetism, server locations, extreme tech."
geo.tech,geo,Geography,"GIS, mapping, location-based tech."
map.tech,map,Geography,"Data visualization, navigation apps."
atlas.tech,atlas,Geography,"Comprehensive databases, mapping."
globe.tech,globe,Geography,"International scaling, networking."
world.tech,world,Geography,"VR/AR environments, global tech."
zone.tech,zone,Geography,"Focus apps, gaming, server regions."
area.tech,area,Geography,"GIS, real estate tech."
city.tech,city,Geography,"Smart cities, urban tech."
town.tech,town,Geography,"Local networking, community tech."
park.tech,park,Geography,"Leisure tech, parking automation."
street.tech,street,Geography,"Mapping, autonomous driving."
shape.tech,shape,Form/Material,"3D modeling, fitness tech."
form.tech,form,Form/Material,"SaaS builders, data entry."
mold.tech,mold,Form/Material,"Manufacturing, 3D printing."
cast.tech,cast,Form/Material,"Podcasting, manufacturing."
cube.tech,cube,Form/Material,"Data structures, gaming, 3D."
sphere.tech,sphere,Form/Material,"360 platforms, global ecosystems."
cone.tech,cone,Form/Material,"Optics, 3D modeling."
tube.tech,tube,Form/Material,"Streaming, infrastructure."
pipe.tech,pipe,Form/Material,"Data pipelines, CI/CD."
cord.tech,cord,Form/Material,"Hardware, connectivity."
wire.tech,wire,Form/Material,"Electrical infra, hardware news."
mesh.tech,mesh,Form/Material,"IoT networks, topology."
grid.tech,grid,Form/Material,"Energy, computing clusters."
iron.tech,iron,Form/Material,"Industrial tech, strength."
steel.tech,steel,Form/Material,"Construction tech, robustness."
gold.tech,gold,Form/Material,"Fintech, premium tier."
silver.tech,silver,Form/Material,"Materials science, Tier 2."
wood.tech,wood,Form/Material,"Eco-tech, materials."
glass.tech,glass,Form/Material,"Optics, displays, transparency."
clay.tech,clay,Form/Material,"3D modeling software, design."
